human,bacterial,score
J3QRZ0,A0A0J6C596,0.994643092
J3QRZ0,A0A0J6C377,0.997454822
J3QRZ0,A0A0J6C3L2,0.99546057
J3QRZ0,A0A0J6C335,0.995438874
J3QRZ0,A0A0J6C540,0.999867439
J3QRZ0,A0A0J6C313,0.994095922
J3QRZ0,A0A0J6C338,0.998519242
J3QRZ0,A0A0J6C518,0.999172211
J3QRZ0,A0A0J6C3P4,0.992709637
J3QRZ0,A0A0J6C302,0.996055007
J3QRZ0,A0A0J6C4M0,0.996912599
J3QRZ0,A0A0J6C643,0.998652577
J3QRZ0,A0A0J6C5T3,0.995797873
J3QRZ0,A0A0J6C4C9,0.996765137
J3QRZ0,A0A0J6C491,0.999637961
J3QRZ0,A0A0J6C4I4,0.998645604
J3QRZ0,A0A0J6C5E6,0.993385375
J3QRZ0,A0A0J6C5N6,0.993166983
J3QRZ0,A0A0J6C5R9,0.997703969
J3QRZ0,A0A0J6C5Z2,0.999722183
J3QRZ0,A0A0J6C523,0.999085784
J3QRZ0,A0A0J6C2W5,0.994213283
J3QRZ0,A0A0J6C3J3,0.999955654
J3QRZ0,A0A0J6C3F1,0.999094248
J3QRZ0,A0A0J6C3L7,0.999295473
J3QRZ0,A0A0J6C4T8,0.997491837
J3QRZ0,A0A0J6C620,0.991593122
J3QRZ0,A0A0J6C581,0.996950328
J3QRZ0,A0A0J6C332,0.996662259
J3QRZ0,A0A0J6C498,0.990882814
J3QRZ0,A0A0J6C5A2,0.990949452
J3QRZ0,A0A0J6C5W4,0.999058306
J3QRZ0,A0A0J6C317,0.999477088
J3QRZ0,A0A0J6C2N7,0.996187747
J3QRZ0,A0A0J6C382,0.998444617
J3QRZ0,A0A0J6C5B2,0.997437596
J3QRZ0,A0A0J6C5S4,0.999515772
J3QRZ0,A0A0J6C4B0,0.997636437
J3QRZ0,A0A0J6C4I7,0.999868631
J3QRZ0,A0A0J6C5F0,0.999984622
J3QRZ0,A0A0J6C3D2,0.993489504
J3QRZ0,A0A0J6C603,0.998210549
J3QRZ0,A0A0J6C2X9,0.999537468
J3QRZ0,A0A0J6C327,0.997976601
J3QRZ0,A0A0J6C400,0.999934196
J3QRZ0,A0A0H3YE42,0.995201468
J3QRZ0,A0A0J6C4C6,0.999789417
J3QRZ0,A0A0J6C3Z1,0.994826019
J3QRZ0,A0A0J6C4I1,0.991701543
J3QRZ0,A0A0J6C2I3,0.998605788
J3QRZ0,A0A0J6C3H8,0.997175932
J3QRZ0,A0A0J6C3M7,0.995060623
J3QRZ0,A0A0J6C639,0.994968355
J3QRZ0,A0A0J6C4I9,0.999978662
J3QRZ0,A0A0J6C4V4,0.990508318
J3QRZ0,A0A0J6C3A3,0.995060265
J3QRZ0,A0A0J6C4A3,0.990959525
J3QRZ0,A0A0J6C5M6,0.995870411
J3QRZ0,A0A0J6C397,0.999434888
J3QRZ0,A0A0J6C4H8,0.999901891
J3QRZ0,A0A0J6C2Z7,0.993836105
J3QRZ0,A0A0J6C4G3,0.990064085
J3QRZ0,A0A0J6C4J2,0.993777037
J3QRZ0,A0A0J6C5P5,0.999998093
J3QRZ0,A0A0J6C3P8,0.998570919
J3QRZ0,A0A0J6C4L3,0.997816205
J3QRZ0,A0A0J6C5L8,0.992186904
J3QRZ0,A0A0J6C512,0.996384382
J3QRZ0,A0A0J6C5U4,0.999973655
J3QRZ0,A0A0J6C3R5,0.990347624
J3QRZ0,A0A0J6C555,0.997126997
J3QRZ0,A0A0J6C5W9,0.999433339
J3QRZ0,A0A0J6C4A5,0.999176443
J3QRZ0,A0A0J6C5Y8,0.997889459
J3QRZ0,A0A0J6C607,0.999098897
J3QRZ0,A0A0J6C4V9,0.997551858
J3QRZ0,A0A0J6C3H2,0.999453843
J3QRZ0,A0A0J6C4K6,0.992687106
J3QRZ0,A0A0J6C5V4,0.99638015
J3QRZ0,A0A0J6C3S5,0.996177673
J3QRZ0,A0A0J6C3Z6,0.99939847
J3QRZ0,A0A0J6C443,0.990386009
J3QRZ0,A0A0J6C3D7,0.998810291
J3QRZ0,A0A0J6C3K8,0.995318472
J3QRZ0,A0A0J6C309,0.999053657
J3QRZ0,A0A0J6C2I9,0.99859041
J3QRZ0,A0A0J6C3A7,0.991810799
J3QRZ0,A0A0J6C2W8,0.998685181
J3QRZ0,A0A0J6C2Z0,0.999882817
J3QRZ0,A0A0J6C503,0.995621026
J3QRZ0,A0A0J6C2K7,0.997458279
J3QRZ0,A0A0J6C2Z3,0.992890358
J3QRZ0,A0A0J6C388,0.998519957
J3QRZ0,A0A0J6C4G6,0.994401515
J3QRZ0,A0A0J6C3Q3,0.999120176
J3QRZ0,A0A0J6C4W9,0.990593135
J3QRZ0,A0A0J6C566,0.997876644
J3QRZ0,A0A0J6C329,0.993022025
J3QRZ0,A0A0J6C4U9,0.998130143
J3QRZ0,A0A0J6C5E2,0.996651709
J3QRZ0,A0A0J6C610,0.993538916
J3QRZ0,A0A0J6C3B2,0.998507917
J3QRZ0,A0A0J6C2N3,0.994026303
J3QRZ0,A0A0J6C2U6,0.994142473
J3QRZ0,A0A0J6C437,0.999497294
J3QRZ0,A0A0J6C2Q5,0.990849257
J3QRZ0,A0A0J6C4B5,0.999804437
J3QRZ0,A0A0J6C615,0.998084545
J3QRZ0,A0A0J6C4M6,0.999885917
J3QRZ0,A0A0J6C4U4,0.994387448
J3QRZ0,A0A0J6C2L2,0.994662344
J3QRZ0,A0A0J6C5N1,0.996021211
J3QRZ0,A0A0J6C3N2,0.999581039
J3QRZ0,A0A0J6C3U2,0.990003884
J3QRZ0,A0A0J6C4N1,0.997347713
J3QRZ0,A0A0J6C3E2,0.999999404
J3QRZ0,A0A0J6C4Y3,0.996081054
J3QRZ0,A0A0J6C3V8,0.990223944
J3QRZ0,A0A0J6C3I3,0.994130194
J3QRZ0,A0A0J6C5D0,0.998304605
J3QRZ0,A0A0J6C3T1,0.99531132
J3QRZ0,A0A0J6C5Q9,0.999937892
J3QRZ0,A0A0J6C632,0.994742155
J3QRZ0,A0A0J6C2J6,0.990074694
J3QRZ0,A0A0J6C300,0.992439747
J3QRZ0,A0A0J6C3J7,0.997964501
J3QRZ0,A0A0J6C4X9,0.994070947
J3QRZ0,A0A0J6C429,0.99691546
J3QRZ0,A0A0J6C321,0.997719944
J3QRZ0,A0A0J6C586,0.995109499
J3QRZ0,A0A0J6C591,0.994981587
J3QRZ0,A0A0J6C3B7,0.995423734
J3QRZ0,A0A0J6C4B2,0.996382236
J3QRZ0,A0A0J6C4S4,0.990038276
J3QRZ0,A0A0J6C571,0.992959142
J3QRZ0,A0A0J6C4F5,0.992645502
J3QRZ0,A0A0J6C4P7,0.997262001
J3QRZ0,A0A0J6C4B9,0.990847588
J3QRZ0,A0A0J6C4Z9,0.994963169
J3QRZ0,A0A0J6C545,0.993528783
J3QRZ0,A0A0J6C4H2,0.996230781
J3QRZ0,A0A0J6C3Y5,0.998993814
J3QRZ0,A0A0J6C3G6,0.996130109
J3QRZ0,A0A0J6C4R9,0.999998808
J3QRZ0,A0A0J6C392,0.993942559
J3QRZ0,A0A0J6C5Z7,0.996656775
J3QRZ0,A0A0J6C3K3,0.990548313
J3QRZ0,A0A0J6C2W0,0.992405951
J3QRZ0,A0A0J6C5Z9,0.994962454
J3QRZ0,A0A0J6C3X0,0.995797396
J3QRZ0,A0A0J6C4H6,0.998662233
J3QRZ0,A0A0J6C5D6,0.999449551
J3QRZ0,A0A0J6C625,0.99196291
J3QRZ0,A0A0J6C3P0,0.998993218
J3QRZ0,A0A0J6C2R0,0.998549044
J3QRZ0,A0A0J6C4F0,0.994927168
J3QRZ0,A0A0J6C3T6,0.999267876
J3QRZ0,A0A0J6C507,0.990443528
J3QRZ0,A0A0J6C357,0.999061048
J3QRZ0,A0A0J6C3W3,0.990032315
J3QRZ0,A0A0J6C535,0.998830259
J3QRZ0,A0A0J6C3C2,0.997325182
J3QRZ0,A0A0J6C2L8,0.999147534
J3QRZ0,A0A0J6C2P4,0.99866879
J3QRZ0,A0A0J6C2Y3,0.992447734
J3QRZ0,A0A0J6C5M2,0.999785364
J3QRZ0,A0A0J6C3E7,0.990469635
J3QRZ0,A0A0J6C2H2,0.996964753
J3QRZ0,A0A0J6C4F8,0.999841809
J3QRZ0,A0A0J6C5Y2,0.99421519
J3QRZ0,A0A0J6C341,0.992186069
J3QRZ0,A0A0J6C3R9,0.991418839
J3QRZ0,A0A0J6C2X2,0.991183162
J3QRZ0,A0A0J6C5C6,0.993821621
J3QRZ0,A0A0J6C372,0.991132557
J3QRZ0,A0A0J6C324,0.996588826
J3QRZ0,A0A0J6C5F7,0.996133447
J3QRZ0,A0A0J6C479,0.992761672
J3QRZ0,A0A0J6C5Z4,0.999593437
B7ZB17,D4JZ56,0.996949494
Q8IX03,A0A2K9P088,0.993303955
Q8IX03,A0A413RC28,0.992177069
Q8IX03,D4JZ56,0.999534488
A0A2R8Y4Y0,D4JZ56,0.99897325
M0R176,A0A1H4CMV9,0.991719484
M0R176,A0A2K9P088,0.996813715
M0R176,D4JZ56,0.999957681
A0A7I2V388,D4JZ56,0.997964144
Q96QD9,D4JZ56,0.993659675
A0A6Q8PGC7,D4JZ56,0.99960345
A0A0J9YWN0,B1BZ72,0.996611893
E9PJF7,D4JZ56,0.993008494
E5RHF2,A0A413RC28,0.991796076
E5RHF2,D4JZ56,0.999872327
Q9BU76,A0A0J6CF91,0.991324306
Q9BU76,A0A0J6FAN8,0.996109545
Q9BU76,A0A0J6FEQ8,0.994101584
Q9BU76,A0A0N7IFR2,0.999409318
Q9BU76,A0A0P0GIF4,0.990603268
Q9BU76,A0A139KUX2,0.994710565
Q9BU76,A0A139KXS2,0.990784287
Q9BU76,A0A139L8W9,0.998804569
Q9BU76,A0A139LK00,0.994529784
Q9BU76,A0A139LLV4,0.994199395
Q9BU76,A0A173RWJ4,0.995839119
Q9BU76,A0A173SSA5,0.992732584
Q9BU76,A0A174DAI9,0.996188581
Q9BU76,A0A174EXC5,0.994200706
Q9BU76,A0A174GTE3,0.996884644
Q9BU76,A0A1B8T1U3,0.996839166
Q9BU76,A0A1H4CMV9,0.999894619
Q9BU76,A0A1I4NU49,0.996151745
Q9BU76,A0A1Y4F688,0.998930156
Q9BU76,A0A2K9NZR5,0.997506797
Q9BU76,A0A2K9P088,0.999912977
Q9BU76,A0A2K9P2Q1,0.998946607
Q9BU76,A0A2X3URF4,0.999332368
Q9BU76,A0A2X3UU58,0.999072313
Q9BU76,A0A2X3WR16,0.99048692
Q9BU76,A0A412FRZ8,0.995410621
Q9BU76,A0A413R828,0.996719062
Q9BU76,A0A413R867,0.99733907
Q9BU76,A0A413RC28,0.997152805
Q9BU76,A0A415CEL2,0.992266834
Q9BU76,A0A6L8TD59,0.995315671
Q9BU76,B1BYN6,0.992673934
Q9BU76,B1BZZ1,0.998212099
Q9BU76,B1C0C2,0.999959111
Q9BU76,B1C0C8,0.992833257
Q9BU76,B1C0G7,0.991163969
Q9BU76,B1C156,0.997744083
Q9BU76,B1C1L2,0.999261796
Q9BU76,B1C1X4,0.998824298
Q9BU76,B1C2L6,0.995769739
Q9BU76,B1C2S3,0.994152963
Q9BU76,B1C3Y1,0.999873042
Q9BU76,B1C574,0.99530679
Q9BU76,C4Z1T3,0.994083941
Q9BU76,C4Z3P2,0.993060827
Q9BU76,D3IHB1,0.997478306
Q9BU76,D4JZ56,0.999993801
Q9BU76,D4K2F4,0.991701543
Q9BU76,E5Y519,0.990567982
Q9BU76,F9Z5Y5,0.999845505
Q9BU76,I9GHC6,0.998586893
Q9BU76,I9H2J8,0.994907916
Q9BU76,I9S327,0.995383799
Q9BU76,U4M8D8,0.999423981
C9J461,D4JZ56,0.993158638
B1B1G1,A0A2K9P088,0.991914392
B1B1G1,D4JZ56,0.999869227
Q12906,D4JZ56,0.999310136
K7EQB2,A0A1H4CMV9,0.993656814
K7EQB2,A0A2K9P088,0.998093188
K7EQB2,A0A413RC28,0.996386409
K7EQB2,B1C0C2,0.99110949
K7EQB2,D4JZ56,0.999948144
A0A286YFD7,A0A413RC28,0.995022058
A0A286YFD7,D4JZ56,0.99919492
H0YLT4,A0A413RC28,0.996584177
H0YLT4,D4JZ56,0.999869943
Q13901,A0A0J6F8U8,0.994891286
Q13901,A0A173VBD4,0.996269345
Q13901,A0A174EXC5,0.999425054
Q13901,A0A1H4CMV9,0.998217762
Q13901,A0A2K9P088,0.99964416
Q13901,A0A2K9P2Q1,0.997209132
Q13901,A0A412FRZ8,0.991755605
Q13901,A0A413RC28,0.999834418
Q13901,B1C0C2,0.999836326
Q13901,B1C3Y1,0.99491632
Q13901,C4Z195,0.991889298
Q13901,C4Z3P2,0.993534684
Q13901,C4Z5G4,0.996177197
Q13901,D4JZ56,0.999971747
A0A0C4DFM9,D4JZ56,0.999150157
B5MCZ8,D4JZ56,0.99089855
E9PDJ4,A0A2K9P088,0.994140625
E9PDJ4,A0A413RC28,0.998046875
E9PDJ4,B1C0C2,0.9921875
E9PDJ4,D4JZ56,0.999511719
I3L0Q0,A0A2K9P2Q1,0.995117188
I3L0Q0,D4JZ56,0.999023438
H3BNN8,A0A2K9P088,0.9921875
H3BNN8,D4JZ56,0.999023438
Q9BYD3,D4JZ56,1
C9JEY1,D4JZ56,0.999511719
E9PD50,D4JZ56,0.999511719
Q9BYD2,D4JZ56,1
E9PQP7,A0A173RXF9,0.991699219
E9PQP7,A0A173VBD4,0.994140625
E9PQP7,A0A1H4CMV9,0.995605469
E9PQP7,A0A2K9P088,1
E9PQP7,A0A2K9P2Q1,0.997070313
E9PQP7,A0A413RC28,0.999511719
E9PQP7,B1BZ72,0.9921875
E9PQP7,B1C0C2,0.994140625
E9PQP7,B1C3Y1,0.991210938
E9PQP7,C4Z3P2,0.9921875
E9PQP7,D4JZ56,1
A0A7P0Z4P0,D4JZ56,1
G3V278,A0A173VBD4,0.998535156
G3V278,A0A413RC28,0.998535156
G3V278,B1BZ72,0.994140625
G3V278,C4Z5G4,0.991210938
G3V278,D4JZ56,0.999511719
H0YBY8,A0A1H4CMV9,0.991210938
H0YBY8,D4JZ56,0.999511719
X6R6Z1,D4JZ56,0.995117188
O75907,B1C429,0.995605469
O75907,D4JZ56,0.999511719
E5RIS3,A0A2K9P088,0.996582031
E5RIS3,A0A413RC28,0.998535156
E5RIS3,D4JZ56,1
Q9HD15,D4JZ56,0.998535156
A0A7P0Z446,D4JZ56,1
Q96SB4,A0A173RXF9,0.994140625
Q96SB4,A0A173VBD4,0.994140625
Q96SB4,A0A1H4CMV9,0.99609375
Q96SB4,A0A2K9P088,0.998046875
Q96SB4,A0A413RC28,0.998535156
Q96SB4,B1BZ72,0.993652344
Q96SB4,B1C0C2,0.995117188
Q96SB4,D4JZ56,0.999023438
J3KNY1,D4JZ56,0.998535156
Q12824,A0A2K9P088,0.993164063
Q12824,A0A2K9P2Q1,0.990234375
Q12824,A0A413RC28,0.999023438
Q12824,D4JZ56,0.999023438
D6RDA2,A0A173VBD4,0.996582031
D6RDA2,A0A1H4CMV9,0.994628906
D6RDA2,A0A413RC28,0.9921875
D6RDA2,B1C0C2,0.990234375
D6RDA2,C4Z5B7,0.991699219
D6RDA2,D4JZ56,0.998046875
A0A7I2V5M7,D4JZ56,0.999511719
H3BU76,D4JZ56,0.998046875
A2AAY8,D4JZ56,0.993652344
P23588,A0A173VBD4,0.9921875
P23588,A0A413RC28,0.993652344
P23588,D4JZ56,0.998046875
H3BTV3,D4JZ56,0.996582031
A0A0A0MR43,D4JZ56,0.999023438
J3KRI7,A0A0N7IFR2,0.9921875
J3KRI7,A0A1H4CMV9,0.999023438
J3KRI7,A0A2K9P088,0.999511719
J3KRI7,A0A2K9P2Q1,0.997558594
J3KRI7,A0A2X3URF4,0.992675781
J3KRI7,A0A413RC28,0.998535156
J3KRI7,B1C0C2,0.999511719
J3KRI7,B1C1L2,0.99609375
J3KRI7,B1C3Y1,0.997558594
J3KRI7,D4JZ56,1
J3KRI7,F9Z5Y5,0.998535156
J3KRI7,F9ZAY3,0.991699219
Q9UKS7,D4JZ56,0.998046875
A0A7P0TB69,A0A413RC28,0.991699219
A0A7P0TB69,D4JZ56,0.999023438
O75027,A0A413R5L7,0.990722656
O75027,D4JZ56,0.999511719
M0R2N5,A0A0J6F8U8,0.991210938
M0R2N5,A0A1H4CMV9,0.996582031
M0R2N5,A0A2K9P088,0.997070313
M0R2N5,A0A413RC28,0.990234375
M0R2N5,B1C0C2,0.998046875
M0R2N5,D4JZ56,1
D6RJE7,A0A1H4CMV9,0.995117188
D6RJE7,A0A2K9P088,0.999511719
D6RJE7,A0A2K9P2Q1,0.996582031
D6RJE7,A0A2X3URF4,0.991210938
D6RJE7,A0A413RC28,0.996582031
D6RJE7,B1C0C2,0.991699219
D6RJE7,B1C1L2,0.990234375
D6RJE7,B1C1X4,0.991699219
D6RJE7,B1C3Y1,0.9921875
D6RJE7,D4JZ56,0.999511719
P21912,A0A413RC28,0.997070313
P21912,D4JZ56,1
Q9P2J5,A0A0J6F8U8,0.998046875
Q9P2J5,A0A173RXF9,0.993652344
Q9P2J5,A0A174EXC5,0.992675781
Q9P2J5,A0A1H4CMV9,0.997070313
Q9P2J5,A0A2K9P088,0.999511719
Q9P2J5,A0A2K9P5D8,0.994628906
Q9P2J5,A0A2X3URF4,0.993164063
Q9P2J5,A0A413RC28,0.999023438
Q9P2J5,B1C0C2,0.999511719
Q9P2J5,B1C3Y1,0.995117188
Q9P2J5,D4JZ56,1
J3QSD7,A0A173VBD4,0.990722656
J3QSD7,A0A1H4CMV9,0.999023438
J3QSD7,A0A2K9P088,1
J3QSD7,A0A2K9P2Q1,0.994140625
J3QSD7,A0A413RC28,0.999511719
J3QSD7,B1C0C2,0.997558594
J3QSD7,B1C429,0.993164063
J3QSD7,D4JZ56,1
O43414,D4JZ56,1
P54762,D4JZ56,0.995605469
J3KP92,D4JZ56,1
U3KQ69,A0A173VBD4,0.995117188
U3KQ69,D4JZ56,0.998535156
Q9C010,A0A173VH70,0.991699219
Q9C010,A0A174EXC5,0.997070313
Q9C010,A0A1H4CMV9,0.998535156
Q9C010,A0A2K9NZH1,0.990234375
Q9C010,A0A2K9P088,1
Q9C010,A0A2K9P2Q1,0.997070313
Q9C010,A0A2X3URF4,0.995605469
Q9C010,A0A3E3K2H5,0.990722656
Q9C010,A0A413RC28,0.999023438
Q9C010,A0A413RC34,0.993164063
Q9C010,B1BZI1,0.991210938
Q9C010,B1C0C2,0.999023438
Q9C010,B1C1X4,0.990722656
Q9C010,B1C3Y1,0.997558594
Q9C010,C4Z3P2,0.993164063
Q9C010,D4JZ56,1
Q9C010,I9S327,0.991699219
M0R0D3,D4JZ56,0.995117188
E7ERQ4,B1C0C2,0.994628906
E7ERQ4,D4JZ56,1
E7EX29,A0A0J6F8U8,0.993164063
E7EX29,A0A0J6FMU1,0.994140625
E7EX29,A0A0P0GM99,0.995117188
E7EX29,A0A173RXF9,0.9921875
E7EX29,A0A173VBD4,0.993164063
E7EX29,A0A173YL86,0.998535156
E7EX29,A0A174EXC5,0.996582031
E7EX29,A0A174PQL9,0.996582031
E7EX29,A0A1H4CMV9,0.992675781
E7EX29,A0A2K9P088,0.999511719
E7EX29,A0A2K9P2Q1,0.998046875
E7EX29,A0A2X3URF4,0.995605469
E7EX29,A0A413R513,0.994628906
E7EX29,A0A413R5L7,0.995117188
E7EX29,A0A413RC28,0.999511719
E7EX29,A0A413RC34,0.996582031
E7EX29,B1BZ72,0.995117188
E7EX29,B1C0C2,0.997558594
E7EX29,B1C1B7,0.995605469
E7EX29,B1C408,0.994140625
E7EX29,B1C4M4,0.995117188
E7EX29,C4Z3P2,0.992675781
E7EX29,C4Z5G4,0.991699219
E7EX29,D4JZ56,0.999511719
A0A5F9ZHV5,A0A2K9P088,0.994140625
A0A5F9ZHV5,A0A413RC28,0.996582031
A0A5F9ZHV5,D4JZ56,0.999511719
A8CTZ0,A0A2K9P088,0.999023438
A8CTZ0,A0A413RC28,0.997070313
A8CTZ0,D4JZ56,1
Q99712,A0A413RC28,0.992675781
Q99712,D4JZ56,0.998535156
Q9H936,D4JZ56,0.997070313
Q86X29,D4JZ56,0.998046875
O75953,A0A1H4CMV9,0.991699219
O75953,A0A2K9P088,0.994628906
O75953,A0A413RC28,0.998046875
O75953,B1C0C2,0.998535156
O75953,D4JZ56,1
I3L4Z8,D4JZ56,0.993652344
A0A494C0U1,A0A413RC28,0.991699219
A0A494C0U1,D4JZ56,0.996582031
A8MST6,A0A2K9P088,0.999511719
A8MST6,A0A413RC28,0.996582031
A8MST6,D4JZ56,1
Q5VZU9,A0A413RC28,0.993164063
Q5VZU9,D4JZ56,0.996582031
A0A2R8YG42,A0A2K9P088,0.992675781
A0A2R8YG42,A0A413RC28,0.992675781
A0A2R8YG42,D4JZ56,0.999023438
B1AKV4,A0A0J6C392,0.995117188
B1AKV4,A0A0J6CFL1,0.993652344
B1AKV4,A0A0J6CIU8,0.992675781
B1AKV4,A0A0J6F8U8,0.994628906
B1AKV4,A0A0J6FAN8,0.9921875
B1AKV4,A0A173RXF9,0.999023438
B1AKV4,A0A173VBD4,0.99609375
B1AKV4,A0A174EXC5,0.991210938
B1AKV4,A0A1H4CMV9,0.998046875
B1AKV4,A0A2K9P088,0.999023438
B1AKV4,A0A2K9P2Q1,0.995605469
B1AKV4,A0A2K9P3M0,0.9921875
B1AKV4,A0A2K9P5D8,0.997070313
B1AKV4,A0A2X3URF4,0.997070313
B1AKV4,A0A2X3WMQ1,0.992675781
B1AKV4,A0A412FRZ8,0.993164063
B1AKV4,A0A413R6Z7,0.991210938
B1AKV4,A0A413RC28,0.996582031
B1AKV4,A0A413RC34,0.990722656
B1AKV4,B1C0C2,0.999511719
B1AKV4,B1C1L2,0.998046875
B1AKV4,B1C3Y1,0.997558594
B1AKV4,B1C429,0.999023438
B1AKV4,B1C4L7,0.997558594
B1AKV4,C4Z5G4,0.991699219
B1AKV4,D4JZ56,0.999511719
B1AKV4,F9Z5Y5,0.994628906
B1AKV4,F9ZAY3,0.994628906
B1ALR7,A0A0N7IFR2,0.9921875
B1ALR7,A0A173VBD4,0.995605469
B1ALR7,A0A174PQL9,0.998535156
B1ALR7,A0A1H4CMV9,0.997070313
B1ALR7,A0A2K9P088,0.999023438
B1ALR7,A0A2K9P2Q1,0.999511719
B1ALR7,A0A3E3K4E9,0.994140625
B1ALR7,A0A413RC28,0.998046875
B1ALR7,A0A413RC34,0.994628906
B1ALR7,B1BYN8,0.990722656
B1ALR7,B1C0C2,0.993652344
B1ALR7,B1C1L2,0.994140625
B1ALR7,B1C3Y1,0.998046875
B1ALR7,B1C408,0.994140625
B1ALR7,C4Z5G4,0.995117188
B1ALR7,D4JZ56,1
O60885,A0A1H4CMV9,0.998535156
O60885,A0A2K9P088,0.999023438
O60885,A0A2K9P2Q1,0.99609375
O60885,A0A2X3URF4,0.994628906
O60885,A0A413RC28,0.997070313
O60885,B1C0C2,0.995605469
O60885,B1C1L2,0.99609375
O60885,B1C1X4,0.990722656
O60885,D4JZ56,1
A0A087X109,D4JZ56,0.995605469
D6RGX3,A0A2K9P088,0.997558594
D6RGX3,A0A2K9P2Q1,0.99609375
D6RGX3,A0A413R5L7,0.9921875
D6RGX3,A0A413RC28,0.997070313
D6RGX3,B1C0C2,0.991210938
D6RGX3,C4Z5G4,0.995117188
D6RGX3,D4JZ56,0.999511719
A0A0C4DFV2,D4JZ56,1
J3QRY4,A0A174PQL9,0.992675781
J3QRY4,A0A2K9P088,0.998046875
J3QRY4,A0A2K9P2Q1,0.998046875
J3QRY4,A0A413R5L7,0.991210938
J3QRY4,A0A413RC28,0.999023438
J3QRY4,B1C0C2,0.99609375
J3QRY4,C4Z5G4,0.994628906
J3QRY4,D4JZ56,1
A0A590UJU9,A0A2K9P088,0.9921875
A0A590UJU9,A0A413RC28,0.990722656
A0A590UJU9,D4JZ56,0.996582031
K7EMD7,A0A173RXF9,0.9921875
K7EMD7,A0A1H4CMV9,0.996582031
K7EMD7,A0A2K9P5D8,0.990722656
K7EMD7,B1C0C2,0.998535156
K7EMD7,B1C1L2,0.990722656
K7EMD7,B1C3Y1,0.993652344
